eid,cite,Title
2-s2.0-79954617744,12,8
2-s2.0-79958739181,0,8
2-s2.0-79956076488,8,13
2-s2.0-80051712062,7,10
2-s2.0-79952389490,27,15
2-s2.0-79956047327,10,11
2-s2.0-79955528849,31,14
2-s2.0-79954998499,3,5
2-s2.0-79958082066,6,8
2-s2.0-79954614280,0,7
2-s2.0-79954469878,46,5
2-s2.0-79960980040,3,9
2-s2.0-79955760337,15,9
2-s2.0-79955569281,5,23
2-s2.0-79955479492,8,12
2-s2.0-79955917527,40,13
2-s2.0-79957614246,4,18
2-s2.0-79955062287,1,21
2-s2.0-79956134278,0,11
2-s2.0-79955765369,9,12
2-s2.0-79958290338,1,16
2-s2.0-79954629076,20,15
2-s2.0-79955761196,31,4
2-s2.0-79955662476,5,9
2-s2.0-79957996321,10,14
2-s2.0-79953877269,29,11
2-s2.0-79955465450,4,9
2-s2.0-79958125604,4,9
2-s2.0-79956224100,0,14
2-s2.0-79957832925,6,12
2-s2.0-79956086810,45,10
2-s2.0-79955444666,16,13
2-s2.0-79953742751,1,12
2-s2.0-79955072093,2,14
2-s2.0-79961193869,2,12
2-s2.0-79151484348,16,12
2-s2.0-79958152651,48,12
2-s2.0-79958018127,10,32
2-s2.0-79960920749,11,11
2-s2.0-79954415924,8,20
2-s2.0-80051698317,2,21
2-s2.0-79955569490,136,11
2-s2.0-79958011012,1,10
2-s2.0-79957982653,0,3
2-s2.0-79955574720,42,9
2-s2.0-79954614501,6,8
2-s2.0-79960957871,4,10
2-s2.0-79953066045,17,22
2-s2.0-79953697667,0,10
2-s2.0-79957597402,1,12
2-s2.0-79955542448,5,11
2-s2.0-79955365455,27,10
2-s2.0-79957821486,37,12
2-s2.0-79961202047,29,13
2-s2.0-79955043825,5,15
2-s2.0-79955850839,4,5
2-s2.0-79959247619,0,8
2-s2.0-79955068416,34,9
2-s2.0-79959822194,0,11
2-s2.0-79957973825,46,13
2-s2.0-79955757684,15,13
2-s2.0-79955753954,26,4
2-s2.0-79961069489,2,18
2-s2.0-79956126246,10,9
2-s2.0-79959686733,16,12
2-s2.0-79955037032,36,12
2-s2.0-84861629161,1,19
2-s2.0-79957599212,16,9
2-s2.0-79953744721,39,14
2-s2.0-84863370481,2,10
2-s2.0-79955085425,78,11
2-s2.0-79958059564,6,19
2-s2.0-79955767858,43,13
2-s2.0-79954842560,67,14
2-s2.0-79958798016,66,7
2-s2.0-79955572359,5,25
2-s2.0-79953034310,9,15
2-s2.0-84874677219,1,17
2-s2.0-79955871892,5,5
2-s2.0-79955502370,17,19
2-s2.0-80051828658,22,11
2-s2.0-79955531833,0,4
2-s2.0-79955400512,1,10
2-s2.0-79955367528,4,26
2-s2.0-79955539686,3,4
2-s2.0-79955394875,31,17
2-s2.0-79955135254,5,11
2-s2.0-79955093933,0,19
2-s2.0-79955118846,0,18
2-s2.0-79955107205,0,18
2-s2.0-79955106038,0,18
2-s2.0-79955117510,0,8
2-s2.0-79955142868,192,7
2-s2.0-79955096774,1,9
2-s2.0-79955100676,0,13
2-s2.0-79955409571,7,16
2-s2.0-79955104996,12,11
2-s2.0-79955469668,9,14
2-s2.0-79955094888,1,17
2-s2.0-79955162644,3,16
2-s2.0-79955059412,12,19
2-s2.0-79955070215,4,17
2-s2.0-84884619707,0,5
2-s2.0-79954994459,1,12
2-s2.0-79955011369,0,18
2-s2.0-79955009168,2,6
2-s2.0-79955038621,11,7
2-s2.0-79955020072,15,9
2-s2.0-79955107168,3,3
2-s2.0-79955038937,24,7
2-s2.0-79955017164,4,12
2-s2.0-79953289309,30,15
2-s2.0-84873151472,6,24
2-s2.0-79954617449,25,17
2-s2.0-79954627742,28,13
2-s2.0-79954571666,17,16
2-s2.0-79954626833,0,10
2-s2.0-79955941397,29,13
2-s2.0-84885569621,0,9
2-s2.0-79952851109,56,5
2-s2.0-79954565022,0,8
2-s2.0-79954553605,11,22
2-s2.0-79954508889,100,14
2-s2.0-79954452583,11,7
2-s2.0-79955111760,0,15
2-s2.0-79954560260,6,19
2-s2.0-79955097932,2,4
2-s2.0-79958033251,69,17
2-s2.0-79953906773,0,9
2-s2.0-79953880340,0,18
2-s2.0-79953860245,0,18
2-s2.0-79953842360,11,11
2-s2.0-79955101349,14,10
2-s2.0-79953844500,17,11
2-s2.0-79953898260,3,15
2-s2.0-79953900463,14,9
2-s2.0-79953880257,1,12
2-s2.0-79953845489,0,12
2-s2.0-84860584426,0,9
2-s2.0-79955093959,23,14
2-s2.0-79953839444,1,14
2-s2.0-79851508432,3,10
2-s2.0-79953701610,15,12
2-s2.0-79955090201,11,17
2-s2.0-79955097195,23,10
2-s2.0-79955936268,0,10
2-s2.0-79953872657,17,18
2-s2.0-79952816001,52,18
2-s2.0-79954580266,38,9
2-s2.0-79960365649,6,11
2-s2.0-79953833611,0,18
2-s2.0-79953832310,0,18
2-s2.0-79953828744,0,18
2-s2.0-79953827249,10,11
2-s2.0-79953805813,0,10
2-s2.0-79953808611,1,12
2-s2.0-79953854462,34,15
2-s2.0-79954524972,0,3
2-s2.0-79953781384,7,12
2-s2.0-79953743397,0,9
2-s2.0-79953718403,0,13
2-s2.0-79953708531,6,16
2-s2.0-79953684044,5,11
2-s2.0-79953673891,4,9
2-s2.0-79953704028,0,13
2-s2.0-79953695649,16,20
2-s2.0-79953700013,0,17
2-s2.0-79953800181,5,18
2-s2.0-79955034739,480,6
2-s2.0-79952628114,86,10
2-s2.0-79953735649,10,18
2-s2.0-79953705652,0,7
2-s2.0-79953665391,8,20
2-s2.0-79953653240,25,12
2-s2.0-79953316878,230,15
2-s2.0-79953295767,101,8
2-s2.0-79953652899,49,9
2-s2.0-79953273681,0,18
2-s2.0-79952990251,28,15
2-s2.0-79953270009,86,7
2-s2.0-79952230518,7,18
2-s2.0-79953244021,0,18
2-s2.0-79953242832,0,18
2-s2.0-79953172258,0,18
2-s2.0-79953203602,0,18
2-s2.0-79953200457,0,18
2-s2.0-79953203919,0,18
2-s2.0-79953174303,0,18
2-s2.0-79953213322,0,18
2-s2.0-79953207004,0,18
2-s2.0-79953177038,0,18
2-s2.0-79953208605,0,18
2-s2.0-79953225517,0,18
2-s2.0-79953176651,0,8
2-s2.0-79953172244,0,16
2-s2.0-79954455567,11,16
2-s2.0-79953166790,0,7
2-s2.0-79953186446,13,12
2-s2.0-79953195127,2,5
2-s2.0-79953197562,11,16
2-s2.0-79953045027,2,10
2-s2.0-79956341522,12,12
2-s2.0-79955068183,3,10
2-s2.0-79954621902,9,12
2-s2.0-79957580757,6,15
2-s2.0-79953758923,3,26
2-s2.0-79953252853,0,20
2-s2.0-79952815955,8,35
2-s2.0-79952453760,1,13
2-s2.0-84879792196,1,8
2-s2.0-80052803129,0,15
2-s2.0-79952769606,1,11
2-s2.0-79952764520,216,9
2-s2.0-79958710276,0,11
2-s2.0-79954895374,33,13
2-s2.0-79960818490,4,13
2-s2.0-79952748469,5,10
2-s2.0-79951957102,17,6
2-s2.0-79952943956,40,27
2-s2.0-79953716232,1,15
2-s2.0-79952316973,4,20
2-s2.0-79958057774,5,8
2-s2.0-80052218993,44,9
2-s2.0-79953071469,62,10
2-s2.0-79952384742,0,6
2-s2.0-79957902637,15,12
2-s2.0-79952387627,0,13
2-s2.0-79955745778,2,11
2-s2.0-79953151236,0,9
2-s2.0-79951771841,9,13
2-s2.0-79952772145,5,14
2-s2.0-79955070592,13,9
2-s2.0-79951879664,12,11
2-s2.0-79954595666,40,11
2-s2.0-79953675052,6,18
2-s2.0-79960967321,3,11
2-s2.0-79954531148,78,17
2-s2.0-79956219935,9,15
2-s2.0-79951772444,10,18
2-s2.0-79953645737,6,12
2-s2.0-79956149803,2,16
2-s2.0-79953718792,12,13
2-s2.0-79953745455,3,12
2-s2.0-79751532765,30,9
2-s2.0-79954546167,15,15
2-s2.0-78649323886,18,9
2-s2.0-79951529658,97,12
2-s2.0-79952837091,66,20
2-s2.0-79952790230,2,12
2-s2.0-79953303839,27,14
2-s2.0-79952498466,13,16
2-s2.0-79960684766,3,17
2-s2.0-79952549595,59,6
2-s2.0-79953100964,83,7
2-s2.0-79955130386,5,12
2-s2.0-79953840907,2,17
2-s2.0-79953267538,190,8
2-s2.0-79956113311,30,11
2-s2.0-79953056240,19,16
2-s2.0-79959517361,25,10
2-s2.0-79957579553,0,7
2-s2.0-79953826567,87,8
2-s2.0-79952647888,0,18
2-s2.0-79953241924,18,16
2-s2.0-79953075220,0,2
2-s2.0-79956208739,4,10
2-s2.0-79952577850,10,10
2-s2.0-79953223716,5,5
2-s2.0-79952524590,32,11
2-s2.0-79953711171,15,10
2-s2.0-79955572669,1,15
2-s2.0-79952446881,1,24
2-s2.0-79955423210,5,18
2-s2.0-79953062776,41,16
2-s2.0-79953270203,36,15
2-s2.0-79953746633,5,6
2-s2.0-79952640185,1,19
2-s2.0-79953331213,6,5
2-s2.0-79955622645,6,10
2-s2.0-79952488138,13,14
2-s2.0-79955913439,16,17
2-s2.0-78649978380,14,12
2-s2.0-79952076737,67,9
2-s2.0-79953311521,43,21
2-s2.0-79953065216,59,10
2-s2.0-79956373163,12,12
2-s2.0-79953123184,12,12
2-s2.0-79851472433,10,20
2-s2.0-79954613348,2,8
2-s2.0-79952313498,44,7
2-s2.0-78650822931,1,17
2-s2.0-79952756879,26,7
2-s2.0-79952748773,47,11
2-s2.0-79952172320,8,15
2-s2.0-79952851276,26,20
2-s2.0-79952751561,3,13
2-s2.0-84863337944,292,6
2-s2.0-79952662416,22,10
2-s2.0-79953726286,23,14
2-s2.0-79953701025,4,5
2-s2.0-79953778442,28,14
2-s2.0-79953328531,0,3
2-s2.0-79953150567,0,6
2-s2.0-79954416875,8,18
2-s2.0-79955591961,1,15
2-s2.0-79952852574,23,17
2-s2.0-79953304894,156,9
2-s2.0-79954417801,10,13
2-s2.0-79954587961,29,8
2-s2.0-79952845358,9,14
2-s2.0-79953725441,13,17
2-s2.0-79953718514,20,16
2-s2.0-79953127113,6,9
2-s2.0-79952184685,8,14
2-s2.0-79952749501,18,15
2-s2.0-79952485233,11,16
2-s2.0-79952752662,11,12
2-s2.0-79956373777,4,11
2-s2.0-79952749497,3,20
2-s2.0-79953879710,35,12
2-s2.0-79954576925,19,12
2-s2.0-79953681650,7,12
2-s2.0-79953748933,12,18
2-s2.0-79953133468,0,11
2-s2.0-79956338614,8,5
2-s2.0-79954632078,2,11
2-s2.0-79251598410,10,9
2-s2.0-79953676001,3,5
2-s2.0-79953165330,35,8
2-s2.0-79956357737,3,11
2-s2.0-84865477297,3,6
2-s2.0-79957754723,31,15
2-s2.0-79953743545,21,11
2-s2.0-79953305104,26,7
2-s2.0-80355149092,1,5
2-s2.0-79952210366,1,11
2-s2.0-79952745764,22,14
2-s2.0-79952451732,35,14
2-s2.0-79952362351,7,15
2-s2.0-79953212161,3,12
2-s2.0-83455237362,0,15
2-s2.0-79956289698,0,13
2-s2.0-79960992221,0,12
2-s2.0-79953650081,7,15
2-s2.0-79955604951,2,8
2-s2.0-79953676624,30,10
2-s2.0-79957532423,31,10
2-s2.0-79955135758,97,15
2-s2.0-82255167620,1,16
2-s2.0-79952040381,22,14
2-s2.0-79953315365,59,6
2-s2.0-79955128223,4,16
2-s2.0-79957740991,23,37
2-s2.0-79955751104,1,6
2-s2.0-84855716293,27,8
2-s2.0-79955462800,11,9
2-s2.0-79953158644,72,17
2-s2.0-79953683122,46,19
2-s2.0-79953057954,148,10
2-s2.0-79952438310,32,9
2-s2.0-79953715158,26,19
2-s2.0-84879789165,1,13
2-s2.0-79955533423,4,17
2-s2.0-79953703993,3,14
2-s2.0-80355149121,14,19
2-s2.0-79953094460,0,18
2-s2.0-79953073038,0,18
2-s2.0-79953111659,37,10
2-s2.0-79953091378,12,16
2-s2.0-79952004865,3,18
2-s2.0-79953107429,1,13
2-s2.0-79953125477,9,4
2-s2.0-79953228554,11,15
2-s2.0-79953053250,0,18
2-s2.0-79953040351,0,18
2-s2.0-79953049030,4,13
2-s2.0-79953122170,9,6
2-s2.0-79953002624,0,16
2-s2.0-79953068345,2,9
2-s2.0-79952996460,0,10
2-s2.0-79953022805,0,9
2-s2.0-79952933355,0,18
2-s2.0-79952955084,0,18
2-s2.0-79952976459,0,18
2-s2.0-79952908397,0,18
2-s2.0-79952937846,0,18
2-s2.0-79952969801,0,18
2-s2.0-79952921554,2,9
2-s2.0-79952971312,24,8
2-s2.0-79952961549,1,7
2-s2.0-79953188035,10,17
2-s2.0-79952936198,11,11
2-s2.0-79952911456,10,17
2-s2.0-79953192762,15,15
2-s2.0-79952922353,0,9
2-s2.0-79953119888,51,20
2-s2.0-79952914259,6,6
2-s2.0-79952917725,19,13
2-s2.0-79952904881,2,11
2-s2.0-79952963743,5,15
2-s2.0-79952835504,17,12
2-s2.0-79952856971,18,13
2-s2.0-79952843320,6,12
2-s2.0-79953159904,2,6
2-s2.0-80051667394,3,10
2-s2.0-79952796904,0,13
2-s2.0-79952785324,3,10
2-s2.0-79952802714,9,19
2-s2.0-79952783470,30,8
2-s2.0-79952791439,196,6
2-s2.0-79952744526,9,24
2-s2.0-79952744478,2,15
2-s2.0-79952774780,21,10
2-s2.0-79952765265,0,1
2-s2.0-79953086981,5,8
2-s2.0-79953013336,6,15
2-s2.0-79953116171,26,6
2-s2.0-79952827852,18,5
2-s2.0-79952653265,60,20
2-s2.0-79955520100,52,6
2-s2.0-79952667036,9,14
2-s2.0-79953685152,184,7
2-s2.0-79952588910,0,18
2-s2.0-79952610785,0,18
2-s2.0-79952587691,0,18
2-s2.0-79953183602,13,14
2-s2.0-79952735817,19,20
2-s2.0-79952659846,91,9
2-s2.0-79952607868,7,5
2-s2.0-79952583900,0,7
2-s2.0-79952613841,23,12
2-s2.0-79952709519,1089,14
2-s2.0-84948952994,8,7
2-s2.0-79952514722,2,15
2-s2.0-79952526932,0,18
2-s2.0-79952509041,0,11
2-s2.0-79952786273,52,9
2-s2.0-79952520257,1,10
2-s2.0-79952511618,7,8
2-s2.0-79952609541,93,10
2-s2.0-79960149434,15,21
2-s2.0-79952499286,0,10
2-s2.0-79952499894,0,10
2-s2.0-79952493173,2,14
2-s2.0-79952070113,26,18
2-s2.0-79952616432,2,12
2-s2.0-79952742148,53,14
2-s2.0-79952070466,165,2
2-s2.0-79952005915,876,15
2-s2.0-79952405708,3,8
2-s2.0-79952642191,22,17
2-s2.0-78650539977,85,16
2-s2.0-79952447853,19,9
2-s2.0-79958773885,1,12
2-s2.0-79952399921,0,18
2-s2.0-79952392935,0,18
2-s2.0-79952395773,0,8
2-s2.0-79952402899,3,9
2-s2.0-79958826804,2,10
2-s2.0-79952411326,49,12
2-s2.0-79958831734,49,18
2-s2.0-84891579925,22,4
2-s2.0-79952337751,12,9
2-s2.0-79951771675,30,17
2-s2.0-79951772443,46,15
2-s2.0-79951733871,16,10
2-s2.0-79951730619,1,9
2-s2.0-79851511777,25,20
2-s2.0-79952289884,24,13
2-s2.0-79951746076,10,11
2-s2.0-79952295922,5,18
2-s2.0-79952271268,0,18
2-s2.0-79952262352,0,18
2-s2.0-79952253241,0,18
2-s2.0-79952253208,0,18
2-s2.0-79952262939,0,18
2-s2.0-79952253316,0,18
2-s2.0-79952267101,0,18
2-s2.0-79952261090,0,18
2-s2.0-79952256836,0,18
2-s2.0-79952257922,5,13
2-s2.0-79952323495,7,8
2-s2.0-79952277522,1,12
2-s2.0-79952202098,4,2
2-s2.0-79952196873,39,12
2-s2.0-79952221888,31,15
2-s2.0-79952204901,6,25
2-s2.0-79952196567,0,19
2-s2.0-79952201484,6,5
2-s2.0-79952197394,6,14
2-s2.0-79952199336,13,11
2-s2.0-79952755146,54,14
2-s2.0-79952200874,30,6
2-s2.0-79952201997,31,8
2-s2.0-79952199584,1,8
2-s2.0-79952205470,34,12
2-s2.0-79952116379,6,5
2-s2.0-84949785698,1,9
2-s2.0-79952142750,17,12
2-s2.0-79952134234,7,10
2-s2.0-79952105783,29,10
2-s2.0-79952148058,1,12
2-s2.0-79952158214,0,3
2-s2.0-79952115859,7,11
2-s2.0-84925613680,37,5
2-s2.0-79952132951,0,2
2-s2.0-79952303580,16,7
2-s2.0-79952285447,22,8
2-s2.0-79952308634,4,14
2-s2.0-79952306399,81,12
2-s2.0-79952309062,23,8
2-s2.0-79952285695,29,16
2-s2.0-79952309827,8,10
2-s2.0-79952300022,18,14
2-s2.0-79952310105,31,13
2-s2.0-79952303178,10,11
2-s2.0-79952298102,16,12
2-s2.0-79952304665,21,10
2-s2.0-79951740027,15,10
2-s2.0-79951750784,90,12
2-s2.0-79951733122,11,10
2-s2.0-79951764344,27,14
2-s2.0-79951737575,28,14
2-s2.0-79952389481,17,14
2-s2.0-79952096381,60,8
2-s2.0-79151482939,3,9
2-s2.0-79952086848,11,7
2-s2.0-79952415541,12,13
2-s2.0-79952366305,27,9
2-s2.0-79952082506,14,10
2-s2.0-79953221151,51,11
2-s2.0-79952171638,14,7
2-s2.0-79952054917,11,14
2-s2.0-79952081209,16,7
2-s2.0-79952011434,0,18
2-s2.0-79952018468,0,18
2-s2.0-79952028440,0,18
2-s2.0-79952021907,0,18
2-s2.0-79952012243,0,18
2-s2.0-79952035945,0,18
2-s2.0-79952034405,18,22
2-s2.0-80052998287,0,4
2-s2.0-79953765352,7,7
2-s2.0-79953845618,22,10
2-s2.0-79953249014,5,18
2-s2.0-79951974555,10,5
2-s2.0-79953663014,56,7
2-s2.0-79651473705,3,10
2-s2.0-79953189714,0,13
2-s2.0-79953902085,22,8
2-s2.0-79951965858,2,21
2-s2.0-79953904679,43,15
2-s2.0-79251597163,10,10
2-s2.0-79952036614,15,10
2-s2.0-79953852944,20,9
2-s2.0-79953866499,3,9
2-s2.0-79953871169,19,13
2-s2.0-79953270648,2,11
2-s2.0-79953744386,0,9
2-s2.0-79951987942,0,18
2-s2.0-79953141631,2,19
2-s2.0-79951509309,17,15
2-s2.0-79952180931,59,18
2-s2.0-79251599205,55,15
2-s2.0-79951863639,9,7
2-s2.0-79951844189,12,16
2-s2.0-79953871724,6,13
2-s2.0-79952186115,9,14
2-s2.0-79955050301,0,16
2-s2.0-79952485828,23,9
2-s2.0-79955529143,8,16
2-s2.0-79952779846,6,11
2-s2.0-79955806729,16,21
2-s2.0-79952284433,20,11
2-s2.0-79953895047,27,19
2-s2.0-79551685697,29,12
2-s2.0-79951550023,35,7
2-s2.0-79851509659,8,14
2-s2.0-79952282998,49,6
2-s2.0-79953699973,163,7
2-s2.0-79953226710,5,22
2-s2.0-79951956050,18,10
2-s2.0-79951803234,36,11
2-s2.0-79953048047,22,12
2-s2.0-79955942571,54,11
2-s2.0-79952701802,11,5
2-s2.0-79952205891,5,10
2-s2.0-79952514738,1,11
2-s2.0-79851513173,156,15
2-s2.0-79952094086,7,7
2-s2.0-79251507656,2,12
2-s2.0-79951969412,12,17
2-s2.0-79951962588,6,14
2-s2.0-84855435613,2,11
2-s2.0-79953688583,4,14
2-s2.0-79951983151,20,14
2-s2.0-79954428169,6,14
2-s2.0-79952104977,64,12
2-s2.0-79960006177,5,13
2-s2.0-79952078679,33,8
2-s2.0-79955848223,186,4
2-s2.0-79952185601,1,13
2-s2.0-79951996636,15,16
2-s2.0-79952177807,29,16
2-s2.0-79952749327,0,3
2-s2.0-79951672289,55,9
2-s2.0-79955652932,0,8
2-s2.0-79953695956,16,18
2-s2.0-79951811877,56,6
2-s2.0-79953671764,12,15
2-s2.0-79951812980,2,14
2-s2.0-79953661479,0,8
2-s2.0-79951605768,11,12
2-s2.0-79953750492,2,12
2-s2.0-79953084768,4,4
2-s2.0-79955559515,0,12
2-s2.0-79952235000,4,10
2-s2.0-78449258657,6,15
2-s2.0-80051964048,1,5
2-s2.0-79955836082,7,8
2-s2.0-79952102925,26,11
2-s2.0-79952937436,1,9
2-s2.0-79953053431,14,25
2-s2.0-78650749129,52,9
2-s2.0-79551624295,5,10
2-s2.0-79952446758,13,8
2-s2.0-79651471840,24,11
2-s2.0-79952258756,21,16
2-s2.0-79952445421,2,13
2-s2.0-79551477576,75,6
2-s2.0-79960673180,74,13
2-s2.0-84856917340,1,4
2-s2.0-78649271688,5,9
2-s2.0-79951675007,8,8
2-s2.0-79551504959,16,9
2-s2.0-79951616353,20,15
2-s2.0-79954505329,55,16
2-s2.0-79956352550,19,12
2-s2.0-79951529353,15,11
2-s2.0-79951897528,5,16
2-s2.0-79952486585,2,18
2-s2.0-79952000248,4,7
2-s2.0-79952704618,16,5
2-s2.0-79751482241,0,11
2-s2.0-79751534356,9,9
2-s2.0-79952996247,8,13
2-s2.0-79952382560,32,7
2-s2.0-79952350327,12,17
2-s2.0-79952321562,14,17
2-s2.0-79953194826,6,12
2-s2.0-79958102533,1,6
2-s2.0-79952517245,0,4
2-s2.0-79951679438,7,11
2-s2.0-79952189469,32,16
2-s2.0-79952307062,34,14
2-s2.0-79955040833,5,13
2-s2.0-79953212965,7,12
2-s2.0-79952580608,4,11
2-s2.0-78049529811,15,9
2-s2.0-79955151715,4,21
2-s2.0-79952470607,3,15
2-s2.0-79952283069,126,15
2-s2.0-79951964368,10,13
2-s2.0-79551613704,37,10
2-s2.0-79751528717,5,15
2-s2.0-78650251003,309,12
2-s2.0-79951556093,9,12
2-s2.0-79551585800,21,16
2-s2.0-79952343120,20,11
2-s2.0-79961184975,9,10
2-s2.0-79952056855,4,18
2-s2.0-79953852342,0,12
2-s2.0-79952159095,11,10
2-s2.0-79953131312,3,16
2-s2.0-79951955724,9,10
2-s2.0-79952088060,47,13
2-s2.0-79951790396,24,12
2-s2.0-79960351364,29,10
2-s2.0-79551603185,17,7
2-s2.0-79952015770,14,10
2-s2.0-79953664745,5,11
2-s2.0-79956147281,2,18
2-s2.0-79952188041,39,22
2-s2.0-79953142561,3,9
2-s2.0-79952314593,37,9
2-s2.0-79960041423,1,14
2-s2.0-79953851461,19,18
2-s2.0-79953098855,8,12
2-s2.0-79960236262,3,14
2-s2.0-79952514751,2,14
2-s2.0-79952421697,11,12
2-s2.0-79955977862,0,13
2-s2.0-79951958564,38,15
2-s2.0-79955527159,36,8
2-s2.0-84874510068,0,16
2-s2.0-80054973816,0,15
2-s2.0-79954491524,26,8
2-s2.0-79952229539,19,11
2-s2.0-79952286829,43,11
2-s2.0-79952586085,21,10
2-s2.0-79951973967,15,13
2-s2.0-79960042811,2,8
2-s2.0-79951857698,10,19
2-s2.0-79952308503,4,18
2-s2.0-79952318529,16,18
2-s2.0-79952411766,6,20
2-s2.0-79952392096,35,7
2-s2.0-79951576916,4,15
2-s2.0-84903336467,11,4
2-s2.0-79951932233,5,8
2-s2.0-79951873752,0,8
2-s2.0-79951919797,21,16
2-s2.0-79851490229,0,7
2-s2.0-79951885646,13,15
2-s2.0-79851473617,1,7
2-s2.0-79952935736,0,7
2-s2.0-79951874562,37,14
2-s2.0-79851502090,0,7
2-s2.0-79951931345,11,18
2-s2.0-79955700718,1,13
2-s2.0-84879790941,0,11
2-s2.0-79952059449,10,17
2-s2.0-79951957782,3,10
2-s2.0-79951814912,0,9
2-s2.0-79951849971,22,16
2-s2.0-79951541048,8,5
2-s2.0-79953186622,17,13
2-s2.0-79951987470,29,16
2-s2.0-79951526289,8,10
2-s2.0-79951803079,0,18
2-s2.0-79951801514,51,11
2-s2.0-79951874992,53,8
2-s2.0-79951796583,17,14
2-s2.0-79951741386,1,14
2-s2.0-79951743846,11,11
2-s2.0-79951780542,9,12
2-s2.0-79952756903,18,18
2-s2.0-79952204855,3,8
2-s2.0-79952748080,79,10
2-s2.0-79952751238,84,14
2-s2.0-79951617595,0,18
2-s2.0-79951623472,0,18
2-s2.0-79951590903,0,18
2-s2.0-79951631809,0,18
2-s2.0-79951643095,1,16
2-s2.0-79951610744,0,14
2-s2.0-78649756877,83,15
2-s2.0-79951594305,1,7
2-s2.0-79951704873,7,14
2-s2.0-79951697871,47,10
2-s2.0-79951640123,0,5
2-s2.0-79959796580,1,11
2-s2.0-84884009390,0,6
2-s2.0-79951641678,6,9
2-s2.0-79952057976,27,11
2-s2.0-79951882953,8,15
2-s2.0-79952064739,49,8
2-s2.0-79951544368,16,17
2-s2.0-79951793338,12,4
2-s2.0-79951617103,89,9
2-s2.0-79951553486,41,13
2-s2.0-79951488212,0,12
2-s2.0-79951833554,28,14
2-s2.0-78650601916,7,13
2-s2.0-79951847406,21,13
2-s2.0-79951784508,16,5
2-s2.0-79951542182,3,13
2-s2.0-79951540892,10,12
2-s2.0-79951534826,5,4
2-s2.0-79851501772,20,13
2-s2.0-79951529194,3,11
2-s2.0-79751530792,25,8
2-s2.0-79751538059,16,16
2-s2.0-79951539256,19,8
2-s2.0-79951518978,12,11
2-s2.0-79951527221,5,10
2-s2.0-79951541046,47,14
2-s2.0-79951529520,13,9
2-s2.0-79951544186,11,10
2-s2.0-79951519599,6,15
2-s2.0-79951542012,3,12
2-s2.0-79951526116,23,19
2-s2.0-79951548608,12,7
2-s2.0-79951526605,12,23
2-s2.0-79951521140,42,11
2-s2.0-79951540390,3,7
2-s2.0-79951539567,6,11
2-s2.0-79951536397,0,14
2-s2.0-79951529195,14,9
2-s2.0-79951527739,6,10
2-s2.0-79951531340,5,15
2-s2.0-79952587441,93,16
2-s2.0-79951542333,10,13
2-s2.0-79951534508,5,13
2-s2.0-79951526454,21,7
2-s2.0-79951528067,21,11
2-s2.0-79951548609,2,9
2-s2.0-79951521544,11,8
2-s2.0-79951535158,9,13
2-s2.0-79951537287,2,12
2-s2.0-79951538173,6,10
2-s2.0-79951531339,6,19
2-s2.0-78649499322,28,15
2-s2.0-79951535930,55,10
2-s2.0-79951529676,16,12
2-s2.0-79951519598,13,9
2-s2.0-79951534673,11,6
2-s2.0-79951544369,6,8
2-s2.0-79951521291,2,9
2-s2.0-79951527898,11,6
2-s2.0-79951520357,8,18
2-s2.0-79951547829,21,11
2-s2.0-79951518651,15,8
2-s2.0-79951536722,5,9
2-s2.0-79951519302,35,19
2-s2.0-84857090152,7,13
2-s2.0-84863149571,12,4
2-s2.0-79951520837,54,13
2-s2.0-79951536243,9,9
2-s2.0-79751531194,21,9
2-s2.0-79951538322,6,12
2-s2.0-79951532130,12,8
2-s2.0-79951518649,10,20
2-s2.0-79955934457,6,12
2-s2.0-84885409306,2,9
2-s2.0-79851509739,14,16
2-s2.0-79751480714,0,8
2-s2.0-79751469603,0,9
2-s2.0-84891564912,7,3
2-s2.0-79751488378,29,22
2-s2.0-79551699434,23,14
2-s2.0-79951822517,29,5
2-s2.0-79951493627,126,6
2-s2.0-79951548200,97,7
2-s2.0-79951480044,60,4
2-s2.0-79951503456,3,10
2-s2.0-79953017227,22,18
2-s2.0-79951517321,5,17
2-s2.0-79551659104,0,9
2-s2.0-79551658300,20,9
2-s2.0-79551665222,7,10
2-s2.0-79551665221,35,11
2-s2.0-79951517699,63,8
2-s2.0-79952258541,8,2
2-s2.0-79951512210,97,12
2-s2.0-79551658425,3,5
2-s2.0-79951507363,3,5
2-s2.0-79551644334,26,14
2-s2.0-79551716585,6,11
2-s2.0-79551683707,15,16
2-s2.0-78649945781,40,14
2-s2.0-79551624472,93,9
2-s2.0-79551590456,0,18
2-s2.0-79551606784,0,18
2-s2.0-79551598742,0,18
2-s2.0-79551606382,0,18
2-s2.0-79551576047,0,18
2-s2.0-78650846228,6,10
2-s2.0-79952291784,60,6
2-s2.0-81455129535,8,18
2-s2.0-79551543164,47,13
2-s2.0-79551545889,12,12
2-s2.0-79551540580,0,18
2-s2.0-79551537883,0,18
2-s2.0-79551557581,0,18
2-s2.0-79551546683,0,18
2-s2.0-79955930525,14,10
2-s2.0-79551565924,69,15
2-s2.0-79551535532,21,10
2-s2.0-79551520267,6,10
2-s2.0-79551578441,2,7
2-s2.0-79952813023,21,13
2-s2.0-79955386081,16,13
2-s2.0-79551501352,0,17
